date,critical_staffing_shortage_anticipated_within_week_yes,hospital_onset_covid,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,adult_icu_bed_covid_utilization_utilization,deaths_covid
2020-05-18,0.0005633802816901409,12.580273451444326,539.9693829168928,350.0619487986519,0.14654103994141177,27.849652638036396
2020-05-19,0.0005591798695246971,10.156945386743882,520.8673983209744,389.35380916006153,0.15915272895138666,27.66380247158225
2020-05-20,0.0005636978579481398,11.143185141882318,531.4543338578443,370.11217400084115,0.14349883945300485,28.67498599668151
2020-05-21,0.0005640157924421884,10.379562319745723,497.85079699695723,364.29111006833796,0.1399811681376131,27.76241898990707
2020-05-22,0.0005640157924421884,12.504890173941082,504.21022652077943,366.8530526056007,0.14069489177177608,28.17907011035146
2020-05-23,0.0005721914934197979,14.291445932410188,489.28079775177815,342.69318319630383,0.13697237194531126,28.54644605288978
2020-05-24,0.0005773672055427252,12.34776552504974,491.13791549179626,312.402875777234,0.12674539949438532,28.80279298439447
2020-05-25,0.0005772561092938234,12.54662522222447,491.8931820079848,321.659752610979,0.13297414032194246,27.899131051118673
2020-05-26,0.00076103500761035,12.646520534621027,501.24758491536943,360.3388399989742,0.13760971285747503,27.331370719793828
2020-05-27,0.0007722007722007722,12.389525517905472,527.3611891860431,375.2454364607916,0.14453685425498636,28.664274108306024
2020-05-28,0.0007665772326561902,8.778261135497512,499.96857210931665,368.5530415437797,0.15138396191187453,29.342781073116548
